ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
NDGZT3542,Sunni Mosque (Khayam Khan Mosque),Sirvella,Sirvel,"57.02, 10 shops & Rice mill",0,57.02,0,21000,21000,,,,,0,0,21000,21000,
NDGZT3543,Sunni Ashurkhana,Sirvella,Sirvel,4.01,0,4.01,0,0,0,,,,,0,0,0,0,
NDGZT3546,Sunni Jumma Mosque,Sirvella,Sirvel,342.07,0,342.07,0,3600,3600,,,,,0,0,3600,3600,
NDGZT3549,Sunni Khazi Service,Sirvella,Sethivedu,475.87,0,475.87,0,0,0,,,,,0,0,0,0,new
NDGZT3499,Sunni Mosque,Rudravaram,Muthuluru,52.29,0.56,52.85,0,0,0,,,,,0,0,0,0,new
NDGZT3524,Sunni Mosque and Ashurkhana,Rudravaram,Chilukaloor,38.33,0,38.33,0,18500,18500,,,,,0,0,18500,18500,new
NDGZT1705,Ali Akbar Ashoor Khana Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,open auction alsoconducted for ac.17.46 cts.
NDGZT1706,Shahazada Khasim Ashoorkhana Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT1707,Hazarat Jamaluddin Basha Dargah Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT1709,Malke Naik Ashoorkhana Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT1710,Aik Kaman Masjid Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1712,Bade Imam Khasim Ashoor Khana,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1714,Hazarath Sab Ashoorkhana Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT1717,PanjaSha Ashoor Khana,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT1718,Kondapeta Hussaini Alam Ashoor Khana,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT1719,Dellivalai Saheb Dargah Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT1721,Hussain Alam Ashoor Khana Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT1724,Ali Akbar Ashoor Khana Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT1725,"Imam Khasim Ashoorkhana Sunni, Pinjar Wadi",Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT1726,"Imam Khasim Ashoorkhana Sunni, Pinjar Wadi",Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,Encroachment
NDGZT1727,Masoom pet Masjid Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1728,Nai Masjid,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1729,Imam Alam Ashoor Khana,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT1730,Syed Garib Shah Khadri Dargah Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1732,Sattar Haji Vali Dargah Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1733,Pinjarpatti Masjid Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT1738,Hussaini Alam Ashoor Khana,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT1739,Nadan Saheb Ashoor Khana Sunni,Banaganapalli,Banaganapalli,0,0,0,0,0,0,,,,,0,0,0,0,under encraochment
NDGZT1750,Ashoor Khana Sunni,Banaganapalli,Appalapuram,0,0,0,0,0,0,,,,,0,0,0,0,under encraochment
NDGZT1754,Sarkar Ashoor Khana,Banaganapalli,Nandavaram,50.46,0,50.46,0,0,0,,,,,0,0,0,0,under encraochment
NDGZT1755,Mosque Sunni ,Banaganapalli,Nandavaram,80.65,0,80.65,40000,0,40000,3009/61/01-05-2025,204/26-05-2025,40000,,40000,0,0,0,
NDGZT1760,Alla Bakash Dargah Sunni,Banaganapalli,Nandivargam,0,0,0,0,0,0,,,,,0,0,0,0,no income
NDGZT1761,Mosque Sunni,Banaganapalli,Nandivargam,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1762,Mosque Sunni,Banaganapalli,Sangapatnam,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1763,Masque Sunni,Banaganapalli,Palukur,55.41,0,55.41,0,0,0,,,,,0,0,0,0,
NDGZT1776,Ashoor Khana Sunni,Banaganapalli,Katikavanikuntla,8.41,0,8.41,0,,0,,,,,0,0,0,0,
NDGZT1782,Imam Khasim Ashoor Khana Sunni,Banaganapalli,Beeravolu,22.92,0,22.92,0,11000,11000,,,,,0,0,11000,11000,
NDGZT1784,Ahurkhana Sunni,Banaganapalli,Cheruvupalli,9.88,0,9.88,0,7500,7500,,,,,0,0,7500,7500,
NDROW0007,Hzt Bilal Masjid,Banaganapalli,Bhanumukkala,,,,0,2000,2000,,,,,0,0,2000,2000,new
NDGZT1981,Sunni Ashoorkhana,Koilakuntla,Koilakuntla,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1982,Sunni Ashoorkhana,Koilakuntla,Koilakuntla,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1983,Imam Khasim Ashoorkhana Sunni,Koilakuntla,Koilakuntla,0,0,0,0,0,0,,,,,0,0,0,0,Waqf board leased out the land for adityabirla cement
NDGZT1984,Bade Bare Imam Ashoorkhana Sunni,Koilakuntla,Koilakuntla,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT1985,Noor Shah Khadri Dargah Sunni,Koilakuntla,Koilakuntla,0,0,0,0,0,0,,,,,0,0,0,0,new
NDGZT1986,Moula Fakir Miskin Kotha Masjid Sunni,Koilakuntla,Koilakuntla,0,0,0,0,0,0,,,,,0,0,0,0,No income
NDGZT1987,Budde Saheb Ashoor Khana Sunni,Koilakuntla,Koilakuntla,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1988,Hazarath Abbas Ashoorkhana Sunni,Koilakuntla,Kalugotla,26.44,0,26.44,0,13000,13000,3028/61/24-06-2025,229/01-07-2025,,13000,13000,0,0,0,
NDGZT1994,Sunni Mosque/ D.Hzt Hussain Vali,Koilakuntla,Revanur,74.04,0,74.04,32548,159562,192110,"3016/61/15-05-2025, 8835/177/16-12-2025",259/09-06-2025,32548,,32548,0,159562,159562,arrears collected in this year only
NDGZT2004,Sunni Ashoorkhana,Koilakuntla,Gulladurthi,24.29,0,24.29,0,0,0,,,,,0,0,0,0,
NDGZT2010,Sunni Mosque in the fort of Koilakuntla,Koilakuntla,Koilakuntla,37.76,0,37.76,0,0,0,,,,,0,0,0,0,
NDGZT2015,Khaji service sunni,Koilakuntla,Koilakuntla,114.22,0,114.22,0,0,0,,,,,0,0,0,0,
NDGZT2020,Sunni Ashoorkhana (Ghouse kahan ashoor kahana) quilla,Koilakuntla,Koilakuntla,0,0,0,0,0,0,,,,,0,0,0,0,
NDGZT1997,Sunni Mosque,Dornipadu,W.Govindinne,236.49,0,236.49,0,118000,118000,,,,,0,0,118000,118000,
NDGZT2008,Sunni Mosque,Dornipadu,Gundupapala,65.84,0,65.84,0,33000,33000,,,,,0,0,33000,33000,
NDGZT2001,Sunni Ashoorkhana,Kolimigundla,Petnikota,9.7,0,9.7,0,0,0,,,,,0,0,0,0,
NDGZT2013,Sunni Ashoorkhana,Kolimigundla,Hanumanthagundam,0.33,0,0.33,0,0,0,,,,,0,0,0,0,
NDWBU0001,Ashoorkhana Sunni,Bondeldinne,Sanjamala,11,0,11,15000,5000,20000,8829/177/08-12-2025,,15000,5000,20000,0,0,0,
NDRSR0001,Mosque,Sanjamala,Kamalapani,,,,200000,6000,206000,8834/177/11-12-2025,,100000,,100000,100000,6000,106000,
NDRSR0002,Mosque,Nandyal,10 Bollavaram,,,,142470,27530,170000,8736/175/16-12-2025,,142470,27530,170000,0,0,0,
NDGZT2009,Sunni Mosque,Owk ,Owk,87.63,0,87.63,310000,40000,350000,3046/61/12-08-2025,616/10-09-2025,310000,40000,350000,0,0,0,
