ap_gazette_no,institution_name,village,mandal,extent_dry,extent_wet,extent_total,demand_arrears,demand_current,demand_total,receiptno_date,challanno_date,collection_arrears,collection_current,collection_total,balance_arrears,balance_current,balance_total,remarks
NLGZT0025,Takiya and Dargah,Atmakur,Mahimallur,,,38.95,0,0,0,,,,,0,0,0,0,
NLGZT0026,Masjid -e-Mustafa ,A.S.Peta,A.S.Peta,,,0.8,0,0,0,,,,,0,0,0,0,
NLGZT0027,Ashoorkhana,Atmakur,Karatapad,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0028,Mosque,Atmakur,Karatampadu,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0029,Ashoorkhana,Kaluvoya,Kullur ,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0031,Mosque,Atmakur,Atmakur,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0033,Dargah,A.S.Peta,A.S.Peta,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0034,Dargah,A.S.Peta,Chiramana,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0046,Ashoorkhana,Allur,Budaram,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0097,Mosque,Kaligiri,Kaligiri,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0098,Dargah,Kaligiri,Kaligiri,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0100,Ashoorkhana,Kavali,Kavali,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0101,Ashoorkhana,Kavali,Saipeta,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0103,Ashoorkhana,Jaladanki,Jaladanki,,,2.63,0,0,0,,,,,0,0,0,0,
NLGZT0135,Ashoorkhana,Kondavalur,Gandavaram,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0136,Mosque,Kondavalur,Gandavaram,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0138,Dargah,Kondavalur,Gandavaram,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0139,Idgah,Kondavalur,Gandavaram,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0140,Mosque,Kovur,Kovvur,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0143,Takiya,Allur,Allur,,,5.76,0,0,0,,,,,0,0,0,0,
NLGZT0144,Anjuman,Allur,Allur,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0145,Ashoorkhana,Kovur,Modegunta,,,0.59,0,0,0,,,,,0,0,0,0,
NLGZT0147,Ashoorkhana,Allur,Singapeta,,,3.31,0,0,0,,,,,0,0,0,0,
NLGZT0148,Mosque,Kodavallur,Kodavallur,,,0.99,0,0,0,,,,,0,0,0,0,
NLGZT0149,Dargah,Kodavallur,Kodavallur,,,3,0,0,0,,,,,0,0,0,0,
NLGZT0151,Ashoorkhana,Vidavalur,Utukur,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0152,Ashoorkhana,Vidavalur,Utukur,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0155,Pesh Imam Service of Mosque at Duvvur,Buchireddipalem,,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0156,Pesh Imam Service of Mosque at Duvvur,Panchudu,Buchireddypalem,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0157,Pesh Imam Service,Sangam,Duvvur,,,12.76,0,0,0,,,,,0,0,0,0,
NLGZT0158,Ashoorkhana,ThotapalliGudur,Ipur,,,1.74,0,0,0,,,,,0,0,0,0,
NLGZT0159,"Sunni Ashoorkhana, Haltaleem Street, Ashoorkhana - 1Big Shops, 2 Small Shops, D.No 22/5/32",Nellore,Nellore,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0162,Ashroo Khana,Nellore,Nellore,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0163,Ashroo Khana,Nellore,Nellore,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0164,Ashroo Khana,Nellore,Nellore,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0165,Ashroo Khana,Nellore,Nellore,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0166,Ashroo Khana,Nellore,Nellore,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0167,Ashroo Khana,Nellore,Nellore,,,0,0,0,0,,,,,0,0,0,0,
NLGZT0168,Ashroo Khana,Nellore,Nellore,,,0,0,0,0,,,,,0,0,0,0,
